"Annotator","Item ID","Content","Annotation","Timestamp"
"giovanni","1755852028704sgqo3yqibth","Is stone used for paving roads?","Correct","26/08/2025, 15:42:34"
"giovanni","1755852028704fkwk0ks7jv5","Is exchange related to ventilate?","Incorrect","26/08/2025, 15:42:38"
"giovanni","1755852028704upnoh3wwg4","Is Regulation related to jurisdiction?","Correct","26/08/2025, 15:42:40"
"giovanni","1755852028704srv06rrqmkr","Is infrastructure related to concession_road?","Correct","26/08/2025, 15:42:44"
"giovanni","1755852028704h12m6k76ky6","Is stadium used for hosting sports events?","Correct","26/08/2025, 15:42:45"
"giovanni","1755852028704h4svi1lj6mk","Is Platonism related to metaphysics?","Correct","26/08/2025, 15:42:47"
"giovanni","1755852028704tmptm5c02n","Is Britain related to cymric?","Correct","26/08/2025, 15:42:57"
"giovanni","1755852028704tus3onk8w7","Is passage used for Time?","Correct","26/08/2025, 15:43:01"
"giovanni","1755852028704tkphitqrrn","Is computer related to local_area_network?","Correct","26/08/2025, 15:43:06"
"giovanni","1755852028704anp8epjp72l","Is fountain_pen used for Signing documents?","Correct","26/08/2025, 15:43:10"
"giovanni","1755852028704e6vngdp9ze6","Is rifle used for Recreation?","Incorrect","26/08/2025, 15:43:23"
"giovanni","1755852028704dgzotqhhy05","Is airplane used for Emergency response?","Correct","26/08/2025, 15:43:25"
"giovanni","1755852028704j4cq61yg6q","Is shadow used for Shadow puppet?","Correct","26/08/2025, 15:43:28"
"giovanni","1755852028704nsyhlp0nom","Is hard-boiled eggs related to niçoise_salad?","Correct","26/08/2025, 15:43:34"
"giovanni","1755852028704138g3xgnw9p","Is interphase related to cell_cycle?","Incorrect","26/08/2025, 15:43:52"
"giovanni","1755852028704jy2cdpsqnl","Is film related to tyrone?","Incorrect","26/08/2025, 15:43:57"
"giovanni","1755852028704lnw66z7jblq","Is power related to political?","Correct","26/08/2025, 15:44:03"
"giovanni","1755852028704zs9s52qzpgr","Is seeing_old_things used for nostalgia?","Correct","26/08/2025, 15:44:05"
"giovanni","1755852028704dudlbjw52kw","Is credit related to merit?","Correct","26/08/2025, 15:44:07"
"giovanni","1755852028704g1c4agxn5a6","Is paper_fastener used for Assembling reports?","Correct","26/08/2025, 17:02:09"
"giovanni","1755852028704y9d50jkrmgb","Is doll used for Educational tool?","Incorrect","26/08/2025, 17:02:12"
"giovanni","1755852028704h9aufm1nub","Is evade related to cop_out?","Correct","26/08/2025, 17:02:17"
"giovanni","1755852028704nvngi34xdy","Is dining_room used for Studying?","Correct","26/08/2025, 17:02:20"
"giovanni","1755852028704w04aiake9xm","Is Polytheism related to baal?","Correct","26/08/2025, 17:02:27"
"giovanni","1755852028704ulwlf13h0y","Is fluid related to viscous?","Correct","26/08/2025, 17:02:29"
"giovanni","17558520287042zlaoz2j7t7","Is lactose related to rennet?","Correct","26/08/2025, 17:02:42"
"giovanni","1755852028704r60syivmrg8","Is enjoying_film used for Escapism?","Correct","26/08/2025, 17:02:45"
"giovanni","1755852028704s791qfb8v9","Is parking_structure used for Office Buildings?","Correct","26/08/2025, 17:02:50"
"giovanni","1755852028704t8kc8lgrl5","Is university related to study?","Correct","26/08/2025, 17:02:52"
"giovanni","1755852028704l8o4qwws6x","Is electronic related to ambient?","Correct","26/08/2025, 17:02:54"
"giovanni","1755852028704l55zoho6iwo","Is marine life related to coral_island?","Correct","26/08/2025, 17:02:57"
"giovanni","1755852028704yxzf1l0r7w9","Is reinvention related to make_over?","Correct","26/08/2025, 17:03:00"
"giovanni","17558520287042v44gd3ixcf","Is measurement related to fathom?","Correct","26/08/2025, 17:03:04"
"giovanni","17558520287041zjyjaml4oq","Is discovering_truth used for Ethnographic Fieldwork?","Correct","26/08/2025, 17:03:13"
"giovanni","1755852028704jlxy1csu2r","Is telephone_booth used for Emergency calls?","Correct","26/08/2025, 17:03:15"
"giovanni","17558520287045ml5zlilwi5","Is playing_sports used for getting exercise?","Correct","26/08/2025, 17:03:17"
"giovanni","1755852028704airbsyifes4","Is bed_sheet used for decorating a bedroom?","Correct","26/08/2025, 17:03:19"
"giovanni","1755852028704e7i2hrk8v5v","Is pen used for writing?","Correct","26/08/2025, 17:03:20"
"giovanni","175585202870469cmscb01es","Is paying_bills used for fulfilling responsibilities?","Correct","26/08/2025, 17:03:23"
"giovanni","17558520287042a8rmdr77fj","Is pike used for cooking?","Correct","26/08/2025, 17:03:26"
"giovanni","1755852028704tlo80vo9vfa","Is launching_pad used for Marketing Campaign?","Correct","26/08/2025, 17:03:29"
"giovanni","1755852028704ut0tk9km1p","Is ranch_house used for horse riding?","Correct","26/08/2025, 17:03:33"
"giovanni","1755852028704jbwm09c3d9c","Is triangle used for roof structure?","Correct","26/08/2025, 17:03:37"
"giovanni","1755852028704bhb6c5khce8","Is saddle used for horse riding?","Correct","26/08/2025, 17:03:38"
"giovanni","1755852028704r8f914cqmui","Is stapler used for fastening papers?","Correct","26/08/2025, 17:03:41"
"giovanni","1755852028704i67nygasbyc","Is negligence related to incompetence?","Correct","26/08/2025, 17:03:43"
"giovanni","175585202870461n026oyg3t","Is washing_dirt_from_between_toes used for Daily Routine?","Correct","26/08/2025, 17:05:26"
"giovanni","17558520287041cpp8xdh6u","Is eggs related to easter?","Correct","26/08/2025, 17:05:28"
"giovanni","17558520287049qpynjvcs","Is Long-range molecules related to rydberg_molecule?","Correct","26/08/2025, 17:05:45"
"giovanni","1755852028704gn1o6aaq6g","Is pebble used for Pathway construction?","Correct","26/08/2025, 17:05:47"
"giovanni","17558520287047igu0o8e3u7","Is channel used for Communication?","Correct","26/08/2025, 17:05:48"
"giovanni","1755852028704nokghohlwv","Is keeping_things_orderly_and_tidy used for Time Management?","Correct","26/08/2025, 17:05:51"
"giovanni","1755852028704sosot0vtp6j","Is tender related to affectionate?","Correct","26/08/2025, 17:05:54"
"giovanni","1755852028704q14y5zrrnmp","Is Marble related to statue?","Correct","26/08/2025, 17:05:56"
"giovanni","1755852028704qkn3mynj2v","Is triangle used for geometry?","Correct","26/08/2025, 17:05:57"
"giovanni","1755852028704sjvstnor28r","Is relaxation related to purr?","Correct","26/08/2025, 17:05:59"
"giovanni","1755852028704hwo5v72c9y9","Is Cryptography related to otway_rees_protocol?","Correct","26/08/2025, 17:06:17"
"giovanni","175585202870412121zcon25","Is light_source used for Security Systems?","Correct","26/08/2025, 17:06:21"
"giovanni","1755852028704uch06uoanq","Is boundary used for Architecture?","Correct","26/08/2025, 17:06:23"
"giovanni","1755852028704w49rcbpa4ia","Is wheat used for producing biofuels?","Correct","26/08/2025, 17:06:25"
"giovanni","1755852028704ml3zi9hpp4m","Is muslim related to mahdi?","Correct","26/08/2025, 17:06:28"
"giovanni","1755852028704t2559vopoqn","Is track used for following a path?","Correct","26/08/2025, 17:06:30"
"giovanni","1755852028704qzf675a3ks","Is hedonism related to voluptas?","Correct","26/08/2025, 17:06:32"
"giovanni","1755852028704gcejkk8nbc","Is riding_horse used for recreational activities?","Correct","26/08/2025, 17:06:34"
"giovanni","1755852028704f4nx0xbzly","Is snatch related to grab?","Correct","26/08/2025, 17:06:37"
"giovanni","1755852028704dqziu1u5aea","Is museum_ticket used for planning a family outing?","Correct","26/08/2025, 17:06:39"
"giovanni","1755852028704l4py0ruhxbq","Is ground meat related to meatloaf?","Correct","26/08/2025, 17:06:42"
"giovanni","1755852028704p1e8uo9t7ye","Is knife used for Slicing?","Correct","26/08/2025, 17:06:44"
"giovanni","1755852028704tv7faqhu3tm","Is award related to tropæum?","Correct","26/08/2025, 17:06:55"
"giovanni","1755852028704cgkna49iibe","Is bowl related to cereal?","Correct","26/08/2025, 17:06:58"
"giovanni","1755852028704bu03u3qalin","Is Debris related to blower?","Correct","26/08/2025, 17:07:00"
"giovanni","17558520287041mosq4lbaik","Is high_rise used for architecture design?","Correct","26/08/2025, 17:07:03"
"giovanni","1755852028704vyjccqjwkho","Is becoming_more_clean used for increasing energy levels?","Correct","26/08/2025, 17:12:18"
"giovanni","1755852028704nud39ynkne9","Is wood related to fireplace?","Correct","26/08/2025, 17:12:20"
"giovanni","175585202870462tqap9bdka","Is hoist used for Pulley?","Correct","26/08/2025, 17:12:22"
"giovanni","1755852028704t45kg7xx50e","Is restaurant_table used for Romantic Dates?","Correct","26/08/2025, 17:12:27"
"giovanni","1755852028704uc1yq21cm1g","Is Ouse related to olney?","Correct","26/08/2025, 17:12:50"
"giovanni","1755852028704lts8jt4hb5o","Is telephone_room used for making emergency calls?","Correct","26/08/2025, 17:12:56"
"giovanni","1755852028704tjshmc9j84","Is mouthwash used for Gum Inflammation?","Correct","26/08/2025, 17:13:00"
"giovanni","1755852028704vt9cuzexskd","Is europe related to low_germany?","Incorrect","26/08/2025, 17:13:19"
"giovanni","175585202870445wc4civ0tx","Is aurora related to coronal_mass_ejection?","Correct","26/08/2025, 17:13:36"
"giovanni","17558520287047zlcnlytcz","Is hair_shaping_gel used for Holding hair in a specific style?","Correct","26/08/2025, 17:13:40"
"giovanni","1755852028704kau9ohbtbak","Is cashing_in used for Airline Miles?","Incorrect","26/08/2025, 17:13:44"
"giovanni","1755852028704z1hpp6ccdcg","Is navy related to swabber?","Incorrect","26/08/2025, 17:13:54"
"giovanni","1755852028704bkxcwsmoro","Is salad_bowl used for serving salad?","Correct","26/08/2025, 17:13:57"
"giovanni","1755852028704b5y14jo97xk","Is middle ages related to throne_village?","Correct","26/08/2025, 17:14:03"
"giovanni","1755852028704ltd5fzy0jqo","Is finger used for Drawing?","Correct","26/08/2025, 17:14:05"
"giovanni","1755852028704c9my86ji2k","Is ladder used for hanging curtains?","Correct","26/08/2025, 17:14:11"
"giovanni","1755852028704089a7yecnrrn","Is store_shelf used for enhancing in-store experience?","Correct","26/08/2025, 17:14:20"
"giovanni","1755852028704aqwofox8usu","Is custom related to habitude?","Correct","26/08/2025, 17:14:23"
"giovanni","17558520287041hv1tl7rcmi","Is Command Line Interface related to pip?","Correct","26/08/2025, 17:14:25"
"giovanni","1755852028704eazzgtdfwnu","Is colorado related to fremont_county?","Correct","26/08/2025, 17:14:30"
"giovanni","1755852028704yoj3yn5o0cb","Is worry related to trouble?","Correct","26/08/2025, 17:14:32"
"giovanni","1755852028704z2xd74xn7l","Is violin used for accompanying a singer?","Correct","26/08/2025, 17:14:34"
"giovanni","17558520287049hdud0wy22m","Is lower related to pull_down?","Correct","26/08/2025, 17:14:37"
"giovanni","175585202870429bwumm11ud","Is color related to light?","Correct","26/08/2025, 17:14:39"
"giovanni","17558520287041nhpbcg9uo7","Is surrounding related to ambient?","Correct","26/08/2025, 17:14:41"
"giovanni","1755852028704bfsy5r9gbfr","Is large_food_store used for Catering service?","Correct","26/08/2025, 17:14:44"
"giovanni","175585202870400f14iwwy0ki","Is tile used for countertop covering?","Correct","26/08/2025, 17:14:48"
"giovanni","1755852028704m9lyef7yqbm","Is module related to direct_product?","Incorrect","26/08/2025, 17:36:52"
"giovanni","1755852028704al259zhc1g8","Is deepwater related to blowout_preventer?","Incorrect","26/08/2025, 17:37:04"
"giovanni","1755852028704r1iyx4mnvvp","Is hotel_room used for business trip?","Correct","26/08/2025, 17:37:07"
"giovanni","1755852028704l542lfpkegk","Is setting_cup_on_table used for making a to-do list?","Incorrect","26/08/2025, 17:37:17"
"giovanni","1755852028704epv22mz08ns","Is going_to_work used for Improving financial stability?","Correct","26/08/2025, 17:37:21"
"giovanni","1755852028704jq1irj59fo","Is isolated related to separate?","Correct","26/08/2025, 17:37:25"
"giovanni","1755852028704chvc0isz5ro","Is weave related to stitch_up?","Correct","26/08/2025, 17:37:29"
"giovanni","17558520287046a3oz7dyg1","Is jewelry used for accessorizing?","Correct","26/08/2025, 17:37:30"
"giovanni","175585202870473mh26mxy6f","Is office used for Collaboration?","Correct","26/08/2025, 17:37:33"
"giovanni","1755852028704ndnyrm6kfio","Is bridge bidding related to overcall?","Correct","26/08/2025, 17:37:40"
"giovanni","1755852028704f395b73f2zq","Is dry skin related to eos?","Incorrect","26/08/2025, 17:37:46"
"giovanni","175585202870421n30nfvpix","Is drawstring_bag used for Backpacking?","Correct","26/08/2025, 17:38:05"
"giovanni","1755852028704tkklf88zq5","Is bathing used for refreshment?","Correct","26/08/2025, 17:38:12"
"giovanni","1755852028704n4ms6ple0qq","Is Germanic Languages related to stang's_law?","Incorrect","26/08/2025, 17:39:02"
"giovanni","17558520287048sso9zc2zq3","Is Ancient Near East related to baal?","Incorrect","26/08/2025, 17:39:09"
"giovanni","1755852028704384d1n8aja3","Is usa related to trenton?","Correct","26/08/2025, 17:39:20"
"giovanni","1755852028704vqmyyxe0for","Is paying_by_check used for paying taxes?","Correct","26/08/2025, 17:44:28"
"giovanni","17558520287048n7jc9p2ble","Is barbecue_restaurant used for summer events?","Correct","26/08/2025, 17:44:32"
"giovanni","17558520287044v89jy6dujc","Is apprehension related to caution?","Correct","26/08/2025, 17:44:39"
"giovanni","1755852028704pzhhr6r67m","Is killing_people used for Murder?","Correct","26/08/2025, 17:44:41"
"giovanni","1755852028704mutu4y9moii","Is playing_piano used for Creative Expression?","Correct","26/08/2025, 17:44:44"
"giovanni","1755852028704ihl4me9lyjq","Is jumping_up_and_down used for Dancing?","Incorrect","26/08/2025, 17:44:50"
"giovanni","1755852028704b98itlx9ynf","Is vision related to ocular?","Correct","26/08/2025, 17:44:54"
"giovanni","1755852028704dcfggwjbund","Is garment_bag used for preserving delicate fabrics?","Correct","26/08/2025, 17:45:07"
"giovanni","1755852028704fbv96xhw0vi","Is slimy related to grody?","Incorrect","26/08/2025, 17:45:22"
"giovanni","1755852028704013pcjqk91uka","Is taking_bath used for wound healing?","Incorrect","26/08/2025, 17:45:26"
"giovanni","17558520287040wrage1nn37q","Is getting_money_from used for parents?","Incorrect","26/08/2025, 17:45:37"
"giovanni","1755852028704pekgrejnq8k","Is fortune used for 500?","Incorrect","26/08/2025, 17:45:42"
"giovanni","1755852028704ad1yp2j9g5a","Is twinkle related to gleam?","Correct","26/08/2025, 17:45:54"
"giovanni","1755852028704w5yqq211oo","Is ring used for doorbell?","Correct","26/08/2025, 17:45:56"
"giovanni","1755852028704k7nim1veybk","Is syntax related to infixation?","Correct","26/08/2025, 17:46:07"
"giovanni","1755852028704799m8hv7jz","Is muse related to thalia?","Correct","26/08/2025, 17:46:10"
"giovanni","1755852028704m7rb82n9f5s","Is gravel related to wentworth_scale?","Incorrect","26/08/2025, 17:46:34"
"giovanni","1755852028704lembk6q1qyf","Is Middle East related to khamaseen?","Correct","26/08/2025, 17:46:55"
"giovanni","1755852028704y8khi02w5vp","Is jewelry used for gifting?","Correct","26/08/2025, 17:46:57"
"giovanni","1755852028704pn0yr5h24t","Is UML related to erwin?","Incorrect","26/08/2025, 17:47:05"
"giovanni","17558520287043sy2zj11z1f","Is passenger_ticket used for cruising?","Correct","26/08/2025, 17:47:11"
"giovanni","1755852028704li98xmwh55t","Is totality related to absoluteness?","Correct","26/08/2025, 17:47:16"
"giovanni","1755852028704klo0ybr42hl","Is hairdresser_chair used for Haircutting?","Correct","26/08/2025, 17:47:18"
"giovanni","1755852028704y1kw9wi9zrf","Is forgiving used for Offenses?","Correct","26/08/2025, 17:47:20"
"giovanni","175585202870421oj4ydatyl","Is sending_e_mail used for Applying for Jobs?","Correct","26/08/2025, 17:47:23"
"giovanni","17558520287046t4h2yslvs9","Is Swain related to highgate?","Correct","26/08/2025, 17:47:43"
"giovanni","1755852028704b4y8ouqghl","Is sewing used for embroidering?","Correct","26/08/2025, 17:47:51"
"giovanni","1755852028704yuhjon8fj6m","Is regulation related to hazardous_material?","Correct","26/08/2025, 17:47:54"
"giovanni","1755852028704lxx00cyvjbc","Is mma related to choker?","Incorrect","26/08/2025, 17:48:00"
"giovanni","1755852028704h1mnyv7et39","Is sewing used for Leather crafting?","Correct","26/08/2025, 17:48:02"
"giovanni","1755852028704yg2ii3ib86","Is doorway used for creating a threshold?","Correct","26/08/2025, 17:52:58"
"giovanni","1755852028704epkl0hx9arv","Is camping related to scout?","Correct","26/08/2025, 17:52:59"
"giovanni","17558520287048jo1sqbic0y","Is wave related to hi?","Incorrect","26/08/2025, 17:53:06"
"giovanni","17558520287046r6s70vuux8","Is mood related to miserable?","Correct","26/08/2025, 17:53:10"
"giovanni","17558520287048e46h5srwn7","Is grammar related to adjunct?","Correct","26/08/2025, 17:53:12"
"giovanni","1755852028704gcz5btxc4mp","Is seeing_new used for stepping out of comfort zone?","Correct","26/08/2025, 17:53:18"
"giovanni","1755852028704x99nofzuli","Is going_for_swim used for Competition?","Incorrect","26/08/2025, 17:53:26"
"giovanni","1755852028704fvm4nh35ux","Is armed forces related to warrant_officer?","Correct","26/08/2025, 17:53:31"
"giovanni","1755852028704ehgvjjfyay","Is oxidation reaction related to lindgren_oxidation?","Correct","26/08/2025, 17:53:35"
"giovanni","1755852028704hqyda8ic6cq","Is forgiving used for Grievances?","Correct","26/08/2025, 17:53:41"
"giovanni","1755852028704lms1k3czbhq","Is meeting_friend used for reducing stress?","Correct","26/08/2025, 17:53:44"
"giovanni","1755852028704mqmv6icfnx","Is metalworking related to chape?","Correct","26/08/2025, 17:53:56"
"giovanni","17558520287042wqd3ohawh","Is burying_cat used for letting go?","Incorrect","26/08/2025, 17:53:59"
"giovanni","1755852028704jwo6f6mmn6r","Is Collective Behavior related to crowd_psychology?","Correct","26/08/2025, 17:54:03"
"giovanni","1755852028704ejxf1qmdpbh","Is hockey_puck used for Table Hockey?","Correct","26/08/2025, 17:54:32"
"giovanni","17558520287047go2tt83era","Is service_counter used for making complaints?","Incorrect","26/08/2025, 18:07:05"
"giovanni","1755852028704ufjuzbq065","Is curtain used for Stage?","Correct","26/08/2025, 18:07:07"
"giovanni","17558520287045asm0ysj57","Is primitive related to troglodytism?","Incorrect","26/08/2025, 18:07:13"
"giovanni","17558520287046w6kc70dg8b","Is discothque used for Recreation?","Correct","26/08/2025, 18:07:15"
"giovanni","1755852028704hahyee1tvln","Is flexibility related to yoga?","Correct","26/08/2025, 18:07:18"
"giovanni","1755852028704grki3lzoiin","Is north carolina related to thomasville?","Correct","26/08/2025, 18:07:21"
"giovanni","1755852028704lyf1a9z6neh","Is bench used for resting?","Correct","26/08/2025, 18:07:23"
"giovanni","1755852028704w0alpit3r","Is achievement related to merit?","Correct","26/08/2025, 18:07:25"
"giovanni","1755852028704pygmp9o5qj","Is pizzeria used for socializing with friends?","Correct","26/08/2025, 18:07:27"
"giovanni","1755852028704y4vg8o1gbj","Is Vinaigrette related to niçoise_salad?","Correct","26/08/2025, 18:07:35"
"giovanni","1755852028704cdwt6ahux7","Is clothes_closet used for Displaying fashion items?","Correct","26/08/2025, 18:07:40"
"giovanni","17558520287042xzso3hfo4u","Is reproduce related to emulate?","Correct","26/08/2025, 18:07:44"
"giovanni","17558520287044a52ahuitns","Is stick_of_butter used for Making cookies?","Correct","26/08/2025, 18:07:48"
"giovanni","1755852028704btiqxmjuz5d","Is narrative related to storyknifing?","Correct","26/08/2025, 18:08:00"
"giovanni","17558520287043s5md5gvlf3","Is bacteria related to injera?","Correct","26/08/2025, 18:08:19"
"giovanni","1755852028704lalg6xuevvi","Is diving used for competitive sports?","Correct","26/08/2025, 18:08:22"
"giovanni","1755852028704bqz1atmv1p","Is gardening related to mattock?","Correct","26/08/2025, 18:08:31"
"giovanni","1755852028704vsrkxz174d9","Is investigation related to blow_whistle?","Incorrect","26/08/2025, 18:08:46"
"giovanni","1755852028704nknxo8iw8r8","Is resting used for Sleep?","Correct","26/08/2025, 18:08:50"
"giovanni","1755852028704swoml6s3hpo","Is ottoman used for sitting?","Correct","26/08/2025, 18:09:04"
"giovanni","1755852028704ctf24zkk33","Is Hotel related to hampton?","Correct","26/08/2025, 18:09:06"
"giovanni","1755852028704bhk3aaswab","Is tower used for Housing?","Correct","26/08/2025, 18:09:08"
"giovanni","1755852028704bkxrzyrj8qu","Is Atomic mass related to iron_54?","Correct","26/08/2025, 18:09:10"
"giovanni","17558520287040tga7qdi1gg","Is iridescence related to opalescence?","Correct","26/08/2025, 18:09:28"
"giovanni","1755852028704xqcl1u76up","Is good morning related to hi?","Correct","26/08/2025, 18:09:30"
"giovanni","1755852028704pm2zqp3mplc","Is seeing_old_things used for Genealogy?","Incorrect","26/08/2025, 18:09:36"
"giovanni","1755852028704rg3lt0b9nc","Is piccolo used for creating a bright sound?","Correct","26/08/2025, 18:09:40"
"giovanni","1755852028704kiigfqi86ar","Is following related to tailing?","Incorrect","26/08/2025, 18:41:30"
"giovanni","1755852028704689aqr4v41q","Is attending_classical_concert used for Relaxation and stress relief?","Correct","26/08/2025, 18:41:34"
"giovanni","1755852028704bjefgco9d6b","Is signaling related to target_cell?","Incorrect","26/08/2025, 18:41:39"
"giovanni","1755852028704trqxgus387","Is calculating_things_quickly used for Converting between units?","Correct","26/08/2025, 18:41:47"
"giovanni","1755852028704r9p3znxxrh","Is seeing_new used for Exploring new places?","Correct","26/08/2025, 18:41:53"
"giovanni","1755852028704488dtrwvzus","Is bucket used for Washing cars?","Correct","26/08/2025, 18:41:56"
"giovanni","17558520287049swfibt6t75","Is spirit used for religion?","Correct","26/08/2025, 18:41:57"
"giovanni","1755852028704oux5pa0fn8","Is tooth used for Gnashing?","Correct","26/08/2025, 18:42:08"
"giovanni","1755852028704h33y1b7ebsw","Is Diminution related to reduction?","Correct","26/08/2025, 18:42:10"
"giovanni","1755852028704vjx9p7yx1k","Is dental_floss used for Removing food particles?","Correct","26/08/2025, 18:42:14"
"giovanni","1755852028704u6gdvut6r9s","Is navy related to equipage?","Correct","26/08/2025, 18:42:17"
"giovanni","17558520287049ppmbw461pa","Is ribbon used for adding embellishments?","Correct","26/08/2025, 18:42:20"
"giovanni","1755852028704cglmebx05l7","Is typewriter_keyboard used for preparing reports?","Correct","26/08/2025, 18:42:21"
"giovanni","1755852028704a21528z4tru","Is art related to renaissance?","Correct","26/08/2025, 18:42:47"
"giovanni","1755852028704ziwzsiykpq","Is getting_money_from used for Selling products online?","Correct","26/08/2025, 18:42:51"
"giovanni","1755852028704d25kg1jqut","Is talking used for Mediation?","Incorrect","26/08/2025, 19:07:52"
"giovanni","1755852028704t2qns8j65d","Is staying_healthy used for increasing lifespan?","Correct","26/08/2025, 19:07:57"
"giovanni","1755852028704aen2u3ab3qg","Is screw used for holding things together?","Correct","26/08/2025, 19:08:00"
