Item ID,Content,Annotation
1773741138410ml6g2e6fphb,Is 'desperate' associated with the frame 'Escaping - A Self-moving Escapee departs from an Undesirable location'?,Correct
1773741138410c3k9r32i0o9,Are pinnace from vehicles that are mailboat?,Incorrect
1773741138410upcqc49xx3,Is 'misjudgment' associated with the frame 'Bungling - An Agent performs an Action incorrectly'?,Correct
1773741138410wj2cj124i2n,Is wheel used for toys and games?,Correct
1773741138410005k5kzvl533a,Are knee guard from instruments that can have or be used with knee?,Correct
1773741138410cfqf7ndkfwd,Is improving yourself used for learning new skills?,Incorrect
1773741138410yhkelne92j9,Are frigate from vehicles that are war vessel?,Correct
1773741138410uexu5ddheqg,Is prehistoric related to troglodytism?,Correct
1773741138410qctre8erib,Are coffee maker from appliance that can be found or used in kitchens?,Correct
17737411384103uajrxhmdro,Are whole wheat toast from food that are toast?,Correct
1773741138410pe3es1ytxva,Is playing sport used for competition?,Correct
1773741138410eiky9otuwhg,Is urethra related to ejaculate?,Correct
1773741138410j2hwjthbj5,Is 'synergize' associated with the frame 'Collaboration - Partner 1 and Partner 2 or a group of Partners  work together in some Undertaking'?,Correct
17737411384103197clv73kp,Is court related to runnymede?,Correct
1773741138410xs89oas87u8,Are adults from animals that are stone fly?,Incorrect
1773741138410hqhrptxxcpg,Are bunsen burners from tools that can be found or used in laboratories?,Correct
17737411384107530j54sdgj,Are ambulances from vehicles that can have reverse gear?,Correct
1773741138410ru9hj0en19j,Is footwear related to chape?,Correct
1773741138410cwo1rdrq8ia,Are knitwear from clothes that are hug-me-tight?,Correct
1773741138410x7nrh4n83mk,Is 'attentive' associated with the frame 'Adjusting - An Agent changes a Part of a complex entity with regard to some Feature in order to achieve some Imposed purpose affected by the Feature'?,Incorrect
17737411384100cm5e4py31l,Are drum from artifacts that can be circular?,Correct
1773741138410czlq6hlbll8,Is 'predict' associated with the frame 'Risky situation - A particular Situation is likely (or unlikely) to result in a harmful event befalling an Asset'?,Correct
17737411384103canbwsxjsu,Is sugar used for baking cookies?,Correct
1773741138410m1jmlz7i75,Are red blouse from clothes that can be red?,Correct
1773741138410yx5a9e1klpq,"Is 'study' associated with 'experiment, experimentation'?",Correct
17737411384101n2nqlm19qb,Are horses from animals that are used for transport?,Correct
1773741138410ty7pmegbql8,Are lithophaga from animals that are lamellibranch?,Correct
1773741138410hbxa4godfot,"Is 'endure' associated with the frame 'Age - An Entity has existed for a length of time, the Age'?",Correct
1773741138410z8bu03pfgr,Is turkey related to bosphorus?,Correct
17737411384103dif12s2p38,"Is 'part' associated with the frame 'Inclusion scenario - A Part is either a subset of a collection of items that make up a Whole, or is a subpart of a singular Whole'?",Correct
1773741138410vaty3xmmk3k,Is basement used for home theater?,Correct
1773741138410yzsl93jgdye,"Is 'pass' associated with the frame 'Giving scenario - The sequence of events in which the Donor begins in possession of the Theme, then gives it to the Recipient, relinquishing possession'?",Correct
17737411384105wzj9z7evgj,Is external related to audit?,Correct
17737411384101pllmwslgie,Is lighting fire used for ceremonial purposes?,Correct
1773741138410557dek7gka,Is 'tailfin' associated with 'tail'?,Correct
17737411384102e1x21rml5t,"Is 'movement' associated with 'campaign, effort, drive'?",Correct
1773741138410v5u6ndnm68b,Are waiter's friend from tools that are bottle opener?,Correct
177374113841079e3c3owhr8,Is movie related to blockbuster?,Correct
1773741138410gx75acs16n4,Is faith related to divinity?,Correct
1773741138410hzwevdgpsap,"Is 'resilient' associated with 'mentality, mindset, outlook'?",Correct
1773741138410zvhw66dz0f9,Is going to sleep used for reducing stress?,Correct
1773741138410efcxd9nf3yj,"Is 'develop' associated with 'organic structure, body, physical structure'?",Correct
177374113841056exguzmxrl,Are purse from containers that can have pocket?,Correct
1773741138410rd4zjm0bi0b,"Is 'federation' associated with 'democracy, republic, commonwealth'?",Correct
1773741138410s0iqx8t1uv,"Is 'oratory' associated with the frame 'Reading aloud - A Speaker interprets a written Text and speaks the contents, usually to an Addressee'?",Correct
1773741138410timrdfjgjrc,Is 'identify' associated with 'problem'?,Correct
1773741138410pfvnz59mj9,Is 'endeavor' associated with the frame 'Attempt means - An Agent attempts to achieve a Goal using some Means'?,Correct
1773741138410hd1s1jv22z,Are Cancer magister from animals that are Cancer magister?,Correct
1773741138410p25bejsuo4o,Is knife used for trimming fat?,Correct
17737411384105sik2k5e7cv,Are orb from animals that can be circular?,Incorrect
177374113841003djgnzzey5w,Is 'same' associated with the frame 'Identicality - A Current instance of a certain Type is under discussion'?,Correct
1773741138410h25xby36o67,Are skiff from vehicles that are ship's boat?,Correct
1773741138410sr96vaq50i9,"Is 'contract' associated with the frame 'Employment scenario - An Employee and Employer enter into an employment relation, wherein the Employee remains employed for some Duration of time, and finally the relationship ends either by the Employee leaving the job or the Employer letting go (or firing) the Employee'?",Correct
1773741138410phlo5dnkm5a,Is filament related to quartz halogen lamp?,Correct
1773741138410xyr03lz5jm,Is 'territory' associated with the frame 'Invasion scenario - An Invader enters a land in an attempt to dominate the Attacked and they either fail or succeed'?,Correct
1773741138410judqtniar1n,Is Moral dilemmas related to problem play?,Correct
1773741138410pr2xivgq6q,"Is 'transparent' associated with 'vessel, vas'?",Correct
1773741138410ecgtf97zpg,"Is 'prolific' associated with the frame 'Mining - A Miner attempts to obtain a desirable Resource, rocks and minerals, located in a Place being mined, by digging or tunneling in the ground'?",Correct
1773741138410kzofetld3wr,Is 'insight' associated with 'sense'?,Correct
1773741138410mnaryxo8q8b,"Is 'meadow' associated with 'valley, vale, dale'?",Correct
177374113841089i8znqhq1n,"Is 'robust' associated with 'workforce, work force, manpower'?",Correct
1773741138410ju8fnj5oo7,"Is 'probe' associated with 'investigation, enquiry, inquiry'?",Correct
1773741138410nu6arfygx7s,"Is 'dependence' associated with the frame 'Reliance on expectation - A Cognizer takes a certain Expectation to be a reliable fact, such that their plans can be based on it'?",Correct
1773741138410f3b1vr19qac,Are chocolate from food that can be used for glaze?,Correct
17737411384103ti0egfkkyb,"Is 'embrace' associated with the frame 'Manner of life - An Experiencer actualizes a certain pattern of behavior, a Lifestyle, which persists for a significant period of time in the Experiencer'?",Correct
17737411384100v0f07gy5yxq,Are gown from clothes that can be made of lace?,Correct
1773741138410umvms4k0djq,Is 'endorsement' associated with 'accreditation'?,Correct
1773741138410pjim5trqgqn,Is 'present' associated with the frame 'Conferring benefit - A Benefactor confers a Beneficial situation to a Beneficiary'?,Correct
1773741138410yv66qm6w39g,Are lamellar from artifacts that are armor plating?,Correct
1773741138410w4j0l3b7fg,Is disease related to susceptible?,Correct
1773741138410tt4sdpsekl9,Are eyeglasses from artifacts that can be made of polycarbonate?,Correct
1773741138410n7tsl1ho4e8,Is introspection related to himself?,Correct
1773741138410m7mhq8gyd2,Is cereal bowl used for eating breakfast?,Correct
1773741138410js66ltlu67f,"Is 'exemplar' associated with 'example, representative, illustration'?",Correct
1773741138410eprk6uxmhf6,Are turmeric from food that can be yellowish?,Correct
1773741138410vro19g5tbg,Is 'composer' associated with 'orchestra'?,Correct
1773741138410g3bsqgekjv,Is 'retaliation' associated with the frame 'Revenge - This frame concerns the infliction of punishment in return for a wrong suffered'?,Correct
1773741138410yunftu0xoag,Is 'quantitative' associated with the frame 'Measures - An Entity is measured in some (implicit) Attribute by quantifying the Count of a particular Unit whose value for the Attribute is known'?,Correct
1773741138410t7pfldhxk9,"Is 'issue' associated with 'license, permit, licence'?",Correct
1773741138410qgftwqy9vj,"Is 'code' associated with 'legislation, statute law'?",Correct
1773741138410103aneg730r,Is 'authentic' associated with the frame 'Documents - Words in the frame refer to any Document that has a legal status or conventional social significance'?,Correct
1773741138410smnnhc5ub2,Is 'sublime' associated with the frame 'Aesthetics - An Entity is judged to be sensually pleasing or intellectually interesting to a (generally implicit) Judge'?,Correct
1773741138410d69773biflw,Is 'straight' associated with 'line'?,Correct
17737411384109v3fz89iz8i,Is 'defiance' associated with the frame 'Contrary circumstances - An Event takes place despite the existence of an Adversity that would otherwise support Contrary circumstances or results'?,Correct
17737411384103kmr0yxje98,Is 'overwhelming' associated with the frame 'Emergency fire - A fire which burns and requires an emergency-type response'?,Correct
1773741138410y9dgknwr33m,Are movable partitions from home that are movable barrier?,Correct
1773741138410vcbdru9rm1a,Is 'comprehensive' associated with the frame 'Records - A Record that contains a permanent account of Data'?,Correct
1773741138410l4ztw3wlpzr,"Is 'mining' associated with 'atomic number 26, fe, iron'?",Correct
17737411384104b9c5ong53b,Is 'responsible' associated with the frame 'Borrowing - The Borrower takes possession of a Theme with the knowledge that the Borrower will have to give the Theme back to the Lender after a Duration of time'?,Correct
1773741138410ngz44dp1fgj,Is fiddling used for tinkering?,Correct
1773741138410l0wbelmvod,Are Tunic from clothes that can have placket?,Correct
1773741138410y8hxkzwe5dn,Are truck from vehicles that are used by drivers?,Correct
1773741138410zm065qwpdj,Is getting physical activity used for enhancing flexibility?,Correct
177374113841027cqgp9s72e,Is 'complication' associated with the frame 'Confronting problem - An Agent becomes involved in an Issue which has negative consequences for them'?,Correct
1773741138410z4xy59vmves,"Is 'adapt' associated with 'humankind, world, man'?",Correct
1773741138410ld9t04wdmnn,"Is 'strategy' associated with the frame 'Military operation - The Military of a Possessor (either a nation, institution, or private individual) conducts large-scale activities in a Area to accomplish military or combined military/non-military goals'?",Correct
1773741138410bvnizjq0ef7,Is 'prototypical' associated with the frame 'Exemplar - This frame concerns a specific subset of Instances of a Type which are evaluated in terms of their similarity to a conceptual prototype of the Type'?,Correct
1773741138410w9q4hj6to6o,"Is 'develop' associated with 'major planet, planet'?",Incorrect
17737411384107toufglgi7f,Is scissors used for sculpting clay?,Correct
17737411384100t2vbxx2pyrp,Is 'structured' associated with the frame 'Institutionalization - A Patient is committed to the care of a medical Facility by a proper Authority'?,Correct
1773741138410f7ydspiejh5,Is thermophile related to hyperthermophile?,Correct
1773741138410iv9vde6ilm,Are pudding from food that can have water?,Correct
1773741138410wvss5w69oc,Is show used for display?,Incorrect
17737411384108o9tsiktbzv,Is 'perilous' associated with the frame 'Emergency - This frame characterizes the situation or state of affairs in which someone should or must act to prevent a Undesirable event from occurring'?,Correct
1773741138410yhzd5l2c34c,Are crossbows from artifacts that are used for fight?,Correct
1773741138410uj2vtlo1scj,Are Pinnotheridae pisum from animals that are pea crab?,Correct
1773741138410361s9xouxwj,Is 'fraction' associated with the frame 'Partitive - A Subset is profiled against the Group it belongs to'?,Correct
1773741138410nilb5tsr5vd,Is nerve endings related to glans?,Correct
1773741138410crwcs5087s4,Is venation related to pectinate?,Correct
17737411384102uh8t4rwgk6,"Is 'incisive' associated with 'penetration, insight'?",Correct
1773741138410eb134y6fe67,"Is 'withdraw' associated with the frame 'Military operation - The Military of a Possessor (either a nation, institution, or private individual) conducts large-scale activities in a Area to accomplish military or combined military/non-military goals'?",Correct
177374113841090zq3okn4kj,Are Cork fishing rod from instruments that can be made of cork?,Correct
1773741138410cf0mtnjkd2,Are bustard from animals that are gallinaceous bird?,Correct
1773741138410c92r5ywo5a9,Is pink related to fuchsia?,Correct
1773741138410wjkyhjrzpf,Is office building used for providing a professional environment for client interactions?,Correct
1773741138410gwwujp7bm98,"Is 'grievance' associated with 'complaint, charge'?",Correct
1773741138410t8gzcjdo00n,Is letter slot used for postal stationery?,Correct
1773741138410faufw3pa0gi,"Is 'route' associated with the frame 'Product delivery - In order to facilitate the purchase of Goods which start off in a location distant from a Purchaser, a Deliverer transports and hands off the Goods to a Purchaser or (more indirectly) a Goal location which is accessible to the Purchaser'?",Correct
17737411384105g0ojfiiode,Is 'cook' associated with 'flesh'?,Correct
17737411384109qgbcnynhe5,"Is 'foot' associated with 'articulatio talocruralis, ankle, ankle joint'?",Correct
17737411384100cr1ul39kuue,Are SUV from vehicles that are auto?,Correct
1773741138410b3z8o1ch4wb,Are skiff from vehicles that are pilot boat?,Correct
1773741138410mzk37c7emi,"Is 'unobtrusive' associated with 'background, ground'?",Correct
1773741138410aksuytp55jg,"Is 'meander' associated with 'creek, stream, watercourse'?",Correct
1773741138410bvz2v2bvg39,Are bicycle from vehicles that are tandem?,Correct
1773741138410lwx3ffoojo9,"Is 'interactive' associated with 'involvement, interest'?",Correct
17737411384105t6ftfdg6ed,"Is 'withdraw' associated with 'depository financial institution, bank, banking company'?",Correct
1773741138410cb25u46vjt,"Is 'legitimate' associated with 'owner, possessor'?",Correct
1773741138410ex600ju9zlw,"Is 'convert' associated with 'barn, agricultural building'?",Incorrect
17737411384102z9eugmk63j,Is messaging related to voice mail?,Correct
1773741138410sjfvne497aa,"Is 'synchronicity' associated with the frame 'Coincidence - A State of affairs (a state or event) either holds or occurs, and is presented as being causally independent of other (implicit) states or events that might otherwise have been expected to be causally related to the State of affairs'?",Correct
1773741138410i0fejaw1fdk,Is box used for organizing?,Correct
1773741138410nil1pldsdye,Are jacket from clothes that can be made of fabric?,Correct
1773741138410ltwjrs6i4c,Is consequence related to result?,Correct
177374113841045o4mt0zhsm,Are tomato from food that can be juicy?,Correct
1773741138410gt4ailt9rwi,Is 'extend' associated with the frame 'Range - There is a certain physical Distance within which some other entity can participate in an Event (typically perception or manipulation) with the Participant'?,Correct
1773741138410xx2vi8rkvpp,"Is 'debate' associated with 'philosophy, doctrine, school of thought'?",Correct
1773741138410i56c818r5w,"Is hair gel used for [  ""styling hair?",Correct
1773741138410h660zzmmguv,Is dressing nice used for professional networking?,Correct
1773741138410qvid0yb30sb,Is crowdsourcing related to human flesh search engine?,Correct
17737411384108y0w2ywdmss,Is transportation related to olney?,Incorrect
1773741138410jvx1mged6sd,"Is 'creative' associated with 'architect, designer'?",Correct
17737411384107cz8kew8dwy,Is wedding ring used for wedding jewelry?,Correct
1773741138410dfo6awmki2,Are dragonfly from animals that are insect?,Correct
17737411384108buzdohgf7o,Are birds from animals that can be fly?,Correct
