"Annotator","Item ID","Content","Annotation","Timestamp"
"vlad","1755856792465jk5zgqurac","Are lovebird from animals that are used by lovers?","Incorrect","24/08/2025, 16:04:36"
"vlad","1755856792465csoq1w84b0b","Are kitty from animals that are house cat?","Correct","24/08/2025, 16:04:42"
"vlad","17558567924654oiajqcgtd4","Are Oboe from instruments that are reed instrument?","Correct","24/08/2025, 16:12:59"
"vlad","175585679246508osb3m8j2rb","Are yachts from vehicles that can have keel?","Correct","24/08/2025, 16:13:05"
"vlad","1755856792465pp08pv52zx","Are rockets from vehicles that can be aerodynamic?","Correct","24/08/2025, 16:13:09"
"vlad","1755856792465oek86japy1d","Are barrels from containers that can be brown?","Correct","24/08/2025, 16:13:10"
"vlad","17558567924650sbm4o2vvonp","Are Andrena fuscipes from animals that are andrenid?","Correct","24/08/2025, 16:13:18"
"vlad","1755856792465j5pc6p265n","Are Sportscoat from clothes that are blazer?","Incorrect","24/08/2025, 16:13:23"
"vlad","1755856792465t1uidxdugvr","Are pizza from food that can be consumed or used during lunch?","Correct","24/08/2025, 16:13:25"
"vlad","1755856792465eueht2qxw7k","Are horse from animals that can have head?","Correct","24/08/2025, 16:13:27"
"vlad","17558567924659ntoufb3tzn","Are Gloves from clothes that are used by cowboys?","Correct","24/08/2025, 16:13:28"
"vlad","1755856792465n2a8o45d0pq","Are tits from animals that are twitterer?","Correct","24/08/2025, 16:13:35"
"vlad","17558567924658eys0anxkz8","Are Clipper from vehicles that are packet boat?","Incorrect","24/08/2025, 16:13:43"
"vlad","1755856792465i4nuyj7mo6o","Are fireplace from appliance that use coal?","Correct","24/08/2025, 16:13:47"
"vlad","1755856792465i68ptlgj6gb","Are cookies from food that are starch wheat?","Correct","24/08/2025, 16:13:55"
"vlad","1755856792465ab2jdi2hli","Are piano from instruments that are used for sound?","Correct","24/08/2025, 16:14:00"
"vlad","1755856792465az8oatroymu","Are screwdriver from tools that can be made of steel?","Correct","24/08/2025, 16:14:03"
"vlad","1755856792465qdni97ke9lb","Are Buddy from animals that are Labrador?","Incorrect","24/08/2025, 16:14:11"
"vlad","17558567924659exqqhyjtv","Are campervan from vehicles that can have topside?","Correct","24/08/2025, 16:14:19"
"vlad","1755856792465y3l388cff7f","Are mens glove from clothes that are golf glove?","Incorrect","24/08/2025, 16:14:37"
"vlad","17558567924657azhmu2swkw","Are cashew milk from food that are milk?","Correct","24/08/2025, 16:14:44"
"vlad","1755856792465luzgjoksta","Are Sink from home that can be made of enamel?","Correct","24/08/2025, 16:14:53"
"vlad","1755856792465dx97oqmntch","Are bed from home that  creak?","Correct","24/08/2025, 16:15:01"
"vlad","1755856792465lo5qr0msikn","Are barrels from containers that contain liquids?","Correct","24/08/2025, 16:15:19"
"vlad","1755856792465nefupiplfd","Are Corset from clothes that are hug-me-tight?","Correct","24/08/2025, 16:15:27"
"vlad","1755856792465a8gyr25nupo","Are crab-eating foxes from animals that are barker?","Correct","24/08/2025, 17:04:35"
"vlad","17558567924656zgoyvy2qbp","Are Lizard from animals that are diapsid?","Correct","24/08/2025, 17:04:43"
"vlad","1755856792465olk5pyx7o7","Are keirin from vehicles that are racing bike?","Correct","24/08/2025, 17:05:18"
"vlad","1755856792465jiudv1zucn","Are horse from animals that are used for transport?","Correct","24/08/2025, 17:05:20"
"vlad","1755856792465g5yhsrqzr94","Are Club from artifacts that are used for sport?","Correct","24/08/2025, 17:05:23"
"vlad","1755856792465fdk6xzsxk0i","Are Cognac from food that are alcohol?","Correct","24/08/2025, 17:05:24"
"vlad","1755856792465pusakvmsagb","Are Waste Management truck from vehicles that are garbage truck?","Correct","24/08/2025, 17:05:26"
"vlad","1755856792465qaew1rqbd4","Are range from appliance that can have hearth?","Correct","24/08/2025, 17:05:40"
"vlad","17558567924654s3t60i5hpl","Are Lifeboat from vehicles that are ship's boat?","Correct","24/08/2025, 17:05:50"
"vlad","17558567924655dvnm2b4ajg","Are knee pads from clothes that are used for gardening?","Correct","24/08/2025, 17:06:08"
"vlad","17558567924658m4oznz8au","Are drain from home that are related with tap?","Correct","24/08/2025, 17:06:16"
"vlad","17558567924650taqfzu5xjl","Are dark rye from food that are dark bread?","Correct","24/08/2025, 17:06:19"
"vlad","1755856792465grpi5j27e2v","Are Muffin from food that are western?","Correct","24/08/2025, 17:06:25"
"vlad","1755856792465ho5slq1dgj","Are jewelry from artifacts that can be made of plastic?","Correct","24/08/2025, 17:06:28"
"vlad","1755856792465k81tfwsnf4","Are Moccasins from clothes that can have toe box?","Correct","24/08/2025, 17:06:47"
"vlad","1755856792465e9sob43m7r9","Are Bread from food that can be found or used in shops?","Correct","24/08/2025, 17:06:52"
"vlad","1755856792465x9tv5aoycfk","Are flat from home that can have wall?","Correct","24/08/2025, 17:06:55"
"vlad","175585679246564y68beyprk","Are Eurofighter Typhoon from vehicles that are fan-jet?","Correct","24/08/2025, 17:07:44"
"vlad","1755856792465h9q2lyesawo","Are Mocha from food that are brew?","Correct","24/08/2025, 17:07:54"
"vlad","175585679246509syosiejbht","Are Semi-trailer from vehicles that are car transporter?","Incorrect","24/08/2025, 17:08:03"
"vlad","1755856792465fl45s0xaeqn","Are ambulances from vehicles that can be red?","Correct","24/08/2025, 17:08:05"
"vlad","1755856792465n6vut2y3umn","Are Violin from instruments that are instrumentation?","Correct","24/08/2025, 17:08:07"
"vlad","1755856792465cbqmvn9od4j","Are meat from food that are nourishment?","Correct","24/08/2025, 17:08:09"
"vlad","1755856792465q8k5vy5eips","Are bracers from clothes that are gauntlet?","Incorrect","24/08/2025, 17:08:18"
"vlad","1755856792465j824dgf1w9","Are Toaster from appliance that can be found or used in hotels?","Correct","24/08/2025, 17:08:20"
"vlad","1755856792465ss1s5i9muks","Are shoestringfries from food that are french-fried potatoes?","Correct","24/08/2025, 17:08:24"
"vlad","17558567924651ziwtpry9p9","Are Oboe from instruments that are reed?","Correct","24/08/2025, 17:08:26"
"vlad","1755856792465v8an5co7t6","Are Gladioferens from animals that are copepod crustacean?","Correct","24/08/2025, 17:08:34"
"vlad","17558567924656l77pmofet6","Are monorails from vehicles that can have caboose?","Incorrect","24/08/2025, 17:08:41"
"vlad","17558567924650h75ndxxmphd","Are glaze from food that can be glossy?","Correct","24/08/2025, 17:08:49"
"vlad","1755856792465w6aqy1mhyye","Are Autocycle from vehicles that are auto?","Correct","24/08/2025, 17:08:58"
"vlad","1755856792465ctxeii7pcm","Are Ford Focus from vehicles that are hatchback?","Correct","24/08/2025, 17:09:06"
"vlad","1755856792465lm4vrbl0rgq","Are horse from animals that can be loyal?","Correct","24/08/2025, 17:09:08"
"vlad","1755856792465r6p4cwogcd","Are velomobile from vehicles that can have pedal?","Correct","25/08/2025, 11:06:03"
"vlad","1755856792465z5arau2c3pi","Are sweet potatoes from food that can have glucose?","Correct","25/08/2025, 11:06:12"
"vlad","1755856792465c3ex6cu4fka","Are starcraft from vehicles that are craft?","Correct","25/08/2025, 11:06:21"
"vlad","1755856792465bb0h8fhqf1l","Are Ferrari 488 GTB from vehicles that are phaeton?","Correct","25/08/2025, 11:06:41"
"vlad","1755856792465n5cozyepwco","Are rat from animals that can be bite?","Correct","25/08/2025, 11:06:43"
"vlad","175585679246565uleevg84c","Are horseradish from food that can smell spicy?","Correct","25/08/2025, 11:06:45"
"vlad","175585679246576uz8p7o12p","Are trains from vehicles that can have log?","Correct","25/08/2025, 11:06:55"
"vlad","1755856792465xtwopedd8uj","Are Giraffe from animals that can have mouth?","Correct","25/08/2025, 11:06:57"
"vlad","1755856792465bzzwse7x2sm","Are sloop from vehicles that are shipwreck?","Incorrect","25/08/2025, 11:07:13"
"vlad","1755856792465m3n5kw5hyv","Are airplane from vehicles that can have frame?","Correct","25/08/2025, 11:07:22"
"vlad","1755856792465x9qn7fiub0c","Are Megachile montivaga from animals that are leaf-cutting bee?","Correct","25/08/2025, 11:07:40"
"vlad","17558567924655st7ky5hec3","Are Dog from animals that are Labrador?","Incorrect","25/08/2025, 11:07:45"
"vlad","1755856792465evuyyq5fdnh","Are bears from animals that can be watch?","Correct","25/08/2025, 11:07:48"
"vlad","1755856792465yyc909xqj0a","Are saxophone from instruments that can be long?","Correct","25/08/2025, 11:07:54"
"vlad","17558567924655kl62mhrdio","Are cows from animals that can be walk?","Correct","25/08/2025, 11:07:56"
"vlad","1755856792465gjmj5kyny0g","Are Concert from instruments that can have soft pedal?","Incorrect","25/08/2025, 11:08:13"
"vlad","1755856792465tq6k8nfivt","Are lids from home that are closing?","Correct","25/08/2025, 11:08:18"
"vlad","1755856792465xbszr0lw06","Are brogues from clothes that can have innersole?","Correct","25/08/2025, 11:08:45"
"vlad","1755856792465heq09va7ibb","Are divan from home that can have backrest?","Correct","25/08/2025, 11:09:07"
"vlad","1755856792465sbgtlrl7iwm","Are Panniers from containers that contain groceries?","Correct","25/08/2025, 11:09:17"
"vlad","1755856792465f3yx68qoufe","Are Washroom from home that can have drain basket?","Correct","25/08/2025, 11:09:19"
"vlad","1755856792465qpjozsytts","Are dune from containers that contain sand?","Correct","25/08/2025, 11:09:21"
"vlad","1755856792465n3bdm4xv7f","Are Ruffled from clothes that are overskirt?","Incorrect","25/08/2025, 11:09:28"
"vlad","17558567924659g5e8hsokh8","Are gowns from clothes that can be long?","Correct","25/08/2025, 11:09:43"
"vlad","1755856792465u0z0e82fwn","Are Copcars from vehicles that are prowl car?","Correct","25/08/2025, 11:09:52"
"vlad","1755856792465sw7e8gg5y0b","Are ghee from food that are related with milk?","Correct","25/08/2025, 11:10:16"
"vlad","1755856792465ee7h6jofuid","Are watercooler from appliance that can have capillary tube?","Correct","25/08/2025, 11:11:35"
"vlad","17558567924655wc67ptmv6v","Are Sport from vehicles that are landrover?","Correct","25/08/2025, 11:11:41"
"vlad","1755856792465b3h01wgun65","Are robberflies from animals that are dipteron?","Correct","25/08/2025, 11:11:49"
"vlad","1755856792465cuqa184u2b","Are chlamys from clothes that are cloak?","Correct","25/08/2025, 11:11:56"
"vlad","1755856792465po98xo2wuug","Are custard from food that are demitasse?","Incorrect","25/08/2025, 11:12:10"
"vlad","1755856792465nh2pfzy4f7g","Are jackets from clothes that are used by ladies?","Correct","25/08/2025, 11:12:15"
"vlad","1755856792465m85rx3hvass","Are bags from containers that can be made of cloth?","Correct","25/08/2025, 11:12:17"
"vlad","17558567924653lh04zclt86","Are taquitos from food that are gyro?","Incorrect","25/08/2025, 11:12:26"
"vlad","17558567924651bg8yaycbzp","Are Pitcher from home that are drinking vessel?","Incorrect","25/08/2025, 11:13:50"
"vlad","1755856792465ip3waw0585m","Are Corvette from vehicles that are coupe?","Correct","25/08/2025, 11:13:59"
"vlad","1755856792465hwe5vmfit8t","Are macadamia nuts from food that are oil nut?","Correct","25/08/2025, 11:14:06"
"vlad","1755856792465z4rgmlu2lco","Are venerupis from animals that are lamellibranch?","Correct","25/08/2025, 11:14:14"
"vlad","1755856792465qiinuykfwbr","Are waldorf salad from food that are fruit salad?","Correct","25/08/2025, 11:17:18"
"vlad","1755856792465b8r9zl0m0mn","Are Ship from artifacts that can have bell?","Correct","25/08/2025, 11:17:37"
"vlad","1755856792465ms91idnl8ig","Are Seal from animals that can be playful?","Correct","25/08/2025, 11:17:39"
"vlad","1755856792465m1tgj34qkk","Are cars from vehicles that can be red?","Correct","25/08/2025, 11:17:40"
"vlad","1755856792465cwkj04qm4np","Are deer from animals that can be forage?","Correct","25/08/2025, 11:17:50"
"vlad","1755856792465wr11yqntmwq","Are Athous from animals that are elaterid beetle?","Correct","25/08/2025, 11:18:00"
"vlad","175585679246571e7b32r82c","Are Batwing jacket from clothes that are dolman jacket?","Correct","25/08/2025, 11:19:45"
"vlad","17558567924651xk2e01y6e4","Are mole crickets from animals that are orthopterous insect?","Correct","25/08/2025, 11:19:53"
"vlad","1755856792465ezreg7gti9q","Are beer from food that are brew?","Correct","25/08/2025, 11:19:55"
"vlad","1755856792465ochpmr5y1sr","Are Razor from home that can be found or used in bathrooms?","Correct","25/08/2025, 11:19:57"
"vlad","1755856792465e3ntitt0kt","Are Loafers from clothes that can have toe box?","Correct","25/08/2025, 11:20:43"
"vlad","1755856792465evkrggnt5m7","Are bicycles from vehicles that can have pedal?","Correct","25/08/2025, 11:20:44"
"vlad","1755856792465beyfz55jcfd","Are rice from food that are cereal?","Correct","25/08/2025, 11:20:46"
"vlad","1755856792465yt7upj19ev","Are cat from animals that are Felis domesticus?","Correct","25/08/2025, 11:20:58"
"vlad","17558567924658slo9rubvn5","Are Quark from food that are farmer's cheese?","Correct","25/08/2025, 11:21:11"
"vlad","1755856792465hh3gzx6sgc5","Are cans from containers that contain sand?","Incorrect","25/08/2025, 11:21:21"
"vlad","1755856792465s9khj26rj6i","Are Scorpion Fly from animals that are mecopteran?","Correct","25/08/2025, 11:21:29"
"vlad","1755856792465gpf5j5lv5tt","Are coffee from food that are cappuccino?","Incorrect","25/08/2025, 11:21:31"
"vlad","175585679246528z62arrs3y","Are trains from vehicles that can have caboose?","Correct","25/08/2025, 11:21:40"
"vlad","1755856792465mk9slxpyys9","Are fishing rod from tools that can have fluke?","Incorrect","25/08/2025, 11:22:09"
"vlad","1755856792465c2f33ernxhv","Are Red-eared slider from animals that are anapsid reptile?","Incorrect","25/08/2025, 11:22:30"
"vlad","17558567924650lcddnapxu8","Are doublebass from instruments that can be long?","Correct","25/08/2025, 11:22:35"
"vlad","17558567924654z1qt8rpeeh","Are needle from appliance that can have capillary?","Correct","25/08/2025, 11:22:45"
"vlad","17558567924650fmk5r660xck","Are helicopter from vehicles that can have after part?","Incorrect","25/08/2025, 11:23:03"
"vlad","1755856792465buxltpkeow4","Are hyenas from animals that are barker?","Correct","25/08/2025, 11:23:06"
"vlad","1755856792465ey84tipwfpn","Are Rabab from instruments that can have violin bow?","Correct","25/08/2025, 11:23:23"
"vlad","1755856792465vvml9erqq6l","Are traditional saree from clothes that are saree?","Correct","25/08/2025, 11:23:25"
"vlad","1755856792465tqd4p3cm9in","Are Sinella from animals that are collembolan?","Correct","25/08/2025, 11:25:01"
"vlad","17558567924653d7aoz664et","Are Chow Chow from animals that are thoroughbred?","Incorrect","25/08/2025, 11:25:14"
"vlad","1755856792465p2zxroiyca","Are Dinghy from vehicles that are ship's boat?","Correct","25/08/2025, 11:25:39"
"vlad","1755856792465038ahy8i5vqg","Are skinks from animals that are pleurodont?","Correct","25/08/2025, 11:25:55"
"vlad","1755856792465582i095lw14","Are oatmilk from food that are oat?","Correct","25/08/2025, 11:26:04"
"vlad","1755856792465z5albjp42ua","Are ephemera from animals that are ephemeropteran?","Correct","25/08/2025, 11:26:12"
"vlad","1755856792465bygzwbbg02s","Are earrings from artifacts that are adornment?","Correct","25/08/2025, 11:26:14"
"vlad","1755856792465dl2mfc138q","Are MusicStand from instruments that are used for practice?","Correct","25/08/2025, 11:26:16"
"vlad","1755856792465hkcvf1pzy5s","Are masks from clothes that can be made of latex?","Correct","25/08/2025, 11:26:17"
"vlad","1755856792465sa36suw5y9r","Are kufi from clothes that are skullcap?","Correct","25/08/2025, 11:26:18"
"vlad","1755856792465vjf4sv9we7m","Are hyena from animals that can be spotted?","Correct","25/08/2025, 11:26:23"
"vlad","1755856792465xeobnl4ygrk","Are Ferries from vehicles that are used for dock?","Incorrect","25/08/2025, 11:26:35"
"vlad","17558567924656i4ka8is1nh","Are flies from animals that can be fly?","Correct","25/08/2025, 11:26:37"
"vlad","1755856792465n5hhax5u2he","Are Piano from instruments that can have or be used with foot?","Correct","25/08/2025, 11:26:41"
"vlad","1755856792465xg4z4hzvlqc","Are Brocade from artifacts that are textile?","Correct","25/08/2025, 11:26:48"
"vlad","17558567924655typmucnd9h","Are Khakis from clothes that are chino?","Correct","25/08/2025, 11:26:59"
"vlad","1755856792465a0d6xdo459","Are trucks from vehicles that are auto?","Correct","25/08/2025, 11:27:01"
"vlad","1755856792465hkz6uq7o8a","Are tassel from food that are related with corn?","Correct","25/08/2025, 11:27:12"
"vlad","1755856792465d7c4tjbc99","Are Controls from appliance that are set?","Correct","25/08/2025, 11:27:18"
"vlad","1755856792465253dzyq323a","Are Polonaise pants from clothes that are polonaise?","Correct","25/08/2025, 11:27:27"
"vlad","1755856792465n3es4ka6qm9","Are Camel cricket from animals that are orthopterous insect?","Correct","25/08/2025, 11:29:34"
"vlad","17558567924654mjn5i8ps4","Are TandemTruck from vehicles that are tandem?","Correct","25/08/2025, 11:29:44"
"vlad","1755856792465knuskrn3qhf","Are Peacoat from clothes that are single-breasted jacket?","Incorrect","25/08/2025, 11:29:52"
"vlad","1755856792465zytalfy6ain","Are boar from animals that are game?","Correct","25/08/2025, 11:29:57"
"vlad","1755856792465491ij6frmzo","Are cashier from appliance that are job-oriented terminal?","Correct","25/08/2025, 11:30:09"
"vlad","1755856792465p5zbpilwgw9","Are cups from containers that are unit of measurement?","Correct","25/08/2025, 11:30:12"
"vlad","1755856792465h4xt54ihwtj","Are pedal steel guitar from instruments that can have pedal?","Correct","25/08/2025, 11:30:22"
"vlad","1755856792465pi160nu3fh9","Are cucumbers from food that can be used for grate?","Correct","25/08/2025, 11:30:28"
"vlad","1755856792465y3goef1q51","Are square piano from instruments that can have soft pedal?","Correct","25/08/2025, 11:30:30"
"vlad","1755856792465pvlr9ds1at","Are gloves from artifacts that are used by cyclists?","Correct","25/08/2025, 11:30:32"
"vlad","1755856792465xd8ai8lenrn","Are tubs from containers that contain sand?","Incorrect","25/08/2025, 11:30:45"
"vlad","1755856792465ob911pkv28","Are accoutrements from artifacts that are accessory?","Correct","25/08/2025, 11:30:56"
"vlad","1755856792465u3gs2zoc8k","Are soup from food that are plonk?","Incorrect","25/08/2025, 11:31:16"
"vlad","1755856792465mschu7aflib","Are USNS Victorious from vehicles that are training ship?","Incorrect","25/08/2025, 11:33:09"
"vlad","17558567924650q9perlg5gw","Are Oceanliner from vehicles that are steamer?","Correct","25/08/2025, 11:33:21"
"vlad","1755856792465tpt3pqknjc","Are horses from animals that are eutherian mammal?","Correct","25/08/2025, 11:33:29"
"vlad","1755856792465u8sxnlq9yuf","Are trumpet from instruments that can be white?","Correct","25/08/2025, 11:33:39"
"vlad","17558567924658axnb2ztfie","Are Helmet from artifacts that are armor plating?","Correct","25/08/2025, 11:33:40"
"vlad","1755856792465qb8bxb07cf","Are Whole Wheat Sourdough Bread from food that are whole wheat bread?","Correct","25/08/2025, 11:33:43"
"vlad","17558567924658brbavd1soj","Are mileage from vehicles that can have low?","Correct","25/08/2025, 11:33:48"
"vlad","1755856792465ex499dd15is","Are cress from food that can be used for sprout?","Correct","25/08/2025, 11:34:00"
"vlad","1755856792465r5kj5fga4f","Are cows from animals that can have collar?","Correct","25/08/2025, 11:34:02"
"vlad","17558567924655jqhut57u1q","Are white tie shirts from clothes that are evening shirt?","Correct","25/08/2025, 11:34:09"
"vlad","1755856792465fcwfe5mr4g","Are Bicycle from vehicles that are slow?","Correct","25/08/2025, 11:34:13"
"vlad","1755856792465p47gajdbikd","Are Car from vehicles that can have winch?","Correct","25/08/2025, 11:34:27"
"vlad","175585679246593ffdzj9j5","Are Packet from containers that are unit?","Correct","25/08/2025, 11:34:33"
"vlad","17558567924654gv8jbw52cs","Are ambulance from vehicles that can be red?","Correct","25/08/2025, 11:34:34"
"vlad","1755856792465r7goiiswblf","Are velomobiles from vehicles that can have handle?","Correct","25/08/2025, 11:34:38"
"vlad","1755856792465o9l9h0gjwx","Are toaster from appliance that are instrumentality?","Correct","25/08/2025, 11:34:47"
"vlad","1755856792465xexn2yaovjr","Are Brachionus from animals that are rotifer?","Correct","25/08/2025, 11:34:53"
"vlad","1755856792465x8oe9p22pv","Are Komodo dragons from animals that are diapsid?","Correct","25/08/2025, 11:35:02"
"vlad","1755856792465kxn1j248xqd","Are dresses from clothes that are covering?","Correct","25/08/2025, 11:35:04"
"vlad","1755856792465ey135h3n7km","Are scalpel from tools that are instrument?","Correct","25/08/2025, 11:35:05"
"vlad","17558567924655e1qe9ywrsm","Are kidney beans from food that are legume?","Correct","25/08/2025, 11:35:07"
"vlad","17558567924658wpujzik80o","Are grasshoppers from animals that are orthopterous insect?","Correct","25/08/2025, 12:14:07"
"vlad","1755856792465uk669rla8gf","Are badges from artifacts that can be circular?","Correct","25/08/2025, 12:15:13"
"vlad","1755856792465bz8rn18fr98","Are clavichord from instruments that can have soft pedal?","Correct","25/08/2025, 12:15:15"
"vlad","17558567924653iadbsoqiwz","Are Sawfly from animals that are hymenopteran?","Correct","25/08/2025, 12:15:23"
"vlad","1755856792465fir57bgi2pu","Are Avocado from food that can be found or used in salads?","Correct","25/08/2025, 12:15:25"
"vlad","1755856792465zslg3atupo","Are snakes from animals that are oviparous?","Correct","25/08/2025, 12:15:26"
"vlad","1755856792465d30qa5ne6w","Are banjo from instruments that can be white?","Correct","25/08/2025, 12:15:48"
"vlad","1755856792465ylzmeh1qqfk","Are Puppy from animals that can be playful?","Correct","25/08/2025, 12:15:49"
"vlad","1755856792465qvkptpfahw","Are trapper hats from clothes that can have earflap?","Correct","25/08/2025, 12:16:10"
"vlad","1755856792465b3tztedwugb","Are television from appliance that are used for presentation?","Correct","25/08/2025, 12:16:15"
"vlad","17558567924650vanxf2nuzl","Are meatball from food that can have jacket?","Incorrect","25/08/2025, 12:16:23"
"vlad","1755856792465vegx89xnfnn","Are corn from food that are vascular plant?","Correct","25/08/2025, 12:16:33"
"vlad","175585679246575pl9onuag","Are police cruiser from vehicles that are prowl car?","Correct","25/08/2025, 12:16:35"
"vlad","1755856792465wb6n0o6rskt","Are jacket from clothes that can be long?","Correct","25/08/2025, 12:16:38"
"vlad","1755856792465s36dwt2x41","Are beaker from containers that can be conical?","Correct","25/08/2025, 12:16:45"
"vlad","17558567924656oc5kfavbqv","Are brunch from food that are sub?","Incorrect","25/08/2025, 12:16:50"
"vlad","1755856792465kco0nkbjmr","Are lions from animals that can have bone?","Correct","25/08/2025, 12:16:55"
"vlad","175585679246537p3eqv61bc","Are rings from artifacts that can be rond?","Incorrect","25/08/2025, 12:17:06"
"vlad","1755856792465dl4g08u94jt","Are grubs from animals that are larva?","Correct","25/08/2025, 12:17:23"
"vlad","1755856792465kvyiyxiud4","Are Parcel from containers that are parcel?","Correct","25/08/2025, 12:17:26"
"vlad","1755856792465chf20753s3","Are bass guitar from instruments that can have pedal?","Incorrect","25/08/2025, 12:17:30"
"vlad","1755856792465puki9ibgisg","Are short socks from clothes that are bobbysocks?","Correct","25/08/2025, 12:17:43"
